listing_id,id,date,reviewer_id,reviewer_name,comments
1405813814260543838,1468299847674017835,2025-07-18,205418288,Eduardo,"Great host, and wonderful place. Host very responsive and helpful. Thank you for letting me stay at your place!"
11439003,65121369,2016-03-10,14362189,Jennifer,Alice was very flexible with our difficult schedule. The cottage is pure Austin - in a central Austin backyard with vintage trailers. Reminds me of the best of what Austin used to be. Very quiet house in the backyard. The place was very clean and had every extra you might need. 
57187,698537238696765584,2022-08-21,240892730,Christy,The host Lois was so nice and the space was beyond comfortable. Would book again.
28253030,1150054520537941220,2024-05-05,394306195,Daniel,"Extremely clean and comfortable. Perfect location - close to a lot of stuff but on a quiet street. Saundra was a kind, friendly, and helpful host."
28379054,552841059,2019-10-22,240293178,Maddie,"One of the best Airbnb’s we’ve ever stayed in. Very cute, clean, hospitable. 10/10 would recommend this place!!!"
15886011,623463123,2020-04-30,61632591,Denise,Place was very beautiful and has everything you need. Location is also everything! Host was very quick to answer any questions and was super nice!
19789358,442919492,2019-04-24,813087,Richard,A really nice room with it’s own bathroom 5-minutes from the airport - perfect for my 7am flight. A very comfortable stay and Juliet and Alfredo were very welcoming.
33315718,637357156,2020-07-12,346159508,Allie,"This is the air bnb to stay at if you’re coming to Austin!! There’s tons of space, great amenities, and it’s close enough to downtown but also in a quaint and quiet neighborhood! This house is absolutely adorable, trust me, you won’t be disappointed."
2528473,661609085,2020-09-07,274720315,Ali,We Enjoyed our stay! Beautiful property and the animals were so cute!
705858,45563147,2015-09-04,7267008,Clara,"I had a great experience at Bill's Luxury Carriage House in Austin. The house was in a lovely area of the City, next to many nice restaurants and unique shops and it was fully equipped to make you feel as in home. If I went back to Austin I would surely repeat in Bill's apartment!!"
202187,19427782,2014-09-12,1423994,Kristen,"We were only in John's backyard apartment for 24 hours, but it had all that we needed. <br/><br/>The location made it easy to have a late night, visit lots of food spots, and enjoy live music. <br/><br/>The space was tidy, though it does have a lived in feel. The bathroom is also very compact. The low showerhead was a little difficult for my husband to navigate, but he managed. <br/><br/>John was easy to communicate with, the bed was comfy, and access and check-out was very painless. "
949922,635557728818994410,2022-05-26,50310062,Monica,"Cannot say enough about this place!! Such a special little sanctuary tucked away and just a few minutes from downtown. The airstream was sooooo cute, clean, warm, ecclectic and inviting! Grab a glass of wine and relax outside under the light of the adorable twinkling lights or grab a cup of coffee and sit outside in the garden among the roosters that greet you! My favorite part was the cute little store that houses homemade jams, painted postcards and handcrafted goods made by Marcella and her kids, available to purchase as a cute little souvenir of your stay! We will be back!"
28379054,705950343,2020-11-01,300691215,Samantha,Nice stylish place and a good location.
5094445,464006146,2019-06-04,175363519,Ahmed,"Bill's place was absolutely fantastic, it almost made me now want to leave and explore Austin. The pool was a decent size and very clean!"
1462311,1034208848242146778,2023-11-27,196878642,Alyssa,"Our favorite part about this place was the location, you can’t beat it if you want to walk around South Congress and experience an awesome part of Austin without getting in your car. Chris also gave us some great recommendations for food and drinks! We were traveling with our puppy and we’re a little bummed when we realized the yard wasn’t fully enclosed, but it wasn’t a huge deal. Overall, we enjoyed our stay and it was a great first time in Austin!!"
19789358,916764143581265286,2023-06-18,215921909,Lisa,"Great host, convenient location, clean and comfortable room, fair price. Would definitely stay here again!"
53861695,1123971703009507795,2024-03-30,79332211,Kristi,"One of the nicest Airbnb we have stayed.  Very clean, nicely appointed, Great neighborhood. Friendly host.  We appreciated the motion sensor lights when we arrived late at night."
7859914,159296040,2017-06-10,116349999,Jesse,Great accommodations and hosts. Thank you for letting us stay with you!
964527417703778567,1352307161042867067,2025-02-08,164822034,Breanne,"We enjoyed our 3-month stay here while we were in between places! The location is great—very safe neighborhood, nice walking trails, and close to lots of good restaurants, HEB, etc.<br/>The neighborhood is really quiet, but since it’s a garage apartment, there will be occasional noise from the attached house (mostly early mornings before school or when playing outside). We didn’t mind it, but noting it in case anyone doesn’t prefer such close proximity. <br/>The apartment was really comfortable and had mostly everything we needed for an extended stay! It was clean and had good storage space for our belongings (a major plus when you’re moving across the country). The host, Natalie, is super kind and was very responsive to any issues! We had a couple hiccups with the A/C unit in the bedroom, and Natalie was quick to get a tech out to fix it and answer any questions. <br/>We’d definitely stay here again! A great spot close to downtown but away from the  chaos—stay here!!"
44334720,992816823386130659,2023-10-01,504037580,Mary Robin,Kasa was an amazing place to stay! We were in town for a concert at ACL Live which was right across the street - so so convenient! Beautiful apartment and so much to do right around downtown. Definitely recommend!
57187,663005499618560126,2022-07-03,462962578,Joshua,"Great space, In a great par"
28640193,514751440,2019-08-21,36580729,Xiomara,super cool spot in austin! i’ve always wanted to stay in a tiny home and this one was super well designed/taken care of. loved that there was a patio to hang out at - super peaceful :)
15886011,771040068040498585,2022-11-29,219300115,Sara,"Great open space,  modern, stylish, and comfortable.  Great location, walkable to tons of bars and restaurants, grocery store close by, and a  lovely balcony overlooking the city.  The apartment and parking felt safe and secure."
202187,513101770408760079,2021-12-08,84143174,Lindsey,"Just the perfect little landing pad to explore ATX: check in is super simple, the place is neat and clean and adorable, and John is super friendly. We would gladly stay here over and over again, and hope we get the chance to again in the future! Highly recommended."
501260614657629525,655825328421411016,2022-06-23,243449926,David,"Fantastic place, amazing location, and excellent setup!<br/>Austin was helpful, communication was great!  I thoroughly enjoyed the stay."
44334720,1415374200407525108,2025-05-06,42016570,Jerry,"Great place. We have stayed a couple times there now. It’s excellent location ,great building,<br/>Gym was perfect."
2528473,345275194,2018-11-04,190109987,Hansel,Great stay! Close to the city and comfy place!
4202378,270580829,2018-05-29,134155599,Carole,This was a very comfortable place with functional simplicity. Open area with a wonderful shower & lots of excellent pillows!! The hosts were always quick to respond to questions and were very welcoming.
48951298,815272011810208972,2023-01-29,469244093,Hugo,"The house is great, it’s very spacious where everyone is comfortable. Well worth the stay!"
5873238,40367059,2015-07-30,38093176,Manny,Everything was in tip top shape on arrival. Chris made everything easy. Thanks 
15942648,568635704,2019-11-24,301554966,Blake,Great condo with all the amenities and attractions you could want within a 30 minute walking distance.
44334720,1030582153683325425,2023-11-22,352413026,Moriah,Great location
16338748,884066518304583603,2023-05-04,510408939,JayLynn,"Very clean & spacious home. They were very well stocked. They had EVERYTHING from kitchen supplies to body wash and shampoo. Everything worked very well, nothing messed up or gave us any problems. I was very satisfied with my stay. My family also enjoyed themselves. ( The speaker in the guest restroom was definitely a plus )"
17103933,955134549812978425,2023-08-10,341337872,Heather,Lovely space and nice location!
1880094,757995131777877876,2022-11-11,67771074,Deborah,"The location is great. The neighborhood quiet and a short walk to Ladybird Lake along with some great restaurants.  Just a 10-15 minute drive to most Austin attractions.<br/>The Launderette has great food, service and happy hour. It is 1 block from the Airbnb. <br/>Juan in a Million is a cute neighborhood restaurant with a wonderful breakfast.<br/>Jenny’s place was clean and the bed very comfortable."
1462311,112159815,2016-11-04,69417599,Priscella,"Chris is a gentleman, and it is evident. He describes his cottage perfectly and goes out of his way to welcome his guests. I really believe his pours his heart into the SoCo cottage-making it into a home away from home for Austin visitors. I was honored to be his guest and felt safe at his properly! Very safe and respected. <br/><br/>I could not recommend this property enough. Truly, if you are in Austin or wanna visit, Chris had the best place for you! "
349447,731920121645459883,2022-10-06,103767439,Lance,"Great place for stays near Moody Center, downtown and UT!"
28253030,613778140896738964,2022-04-26,44464173,Madeline,Shawn and Saundra had such a beautiful cozy but modern home with an amazing private upper level for guests! They truly added to my trip in Austin and I would 100% stay with them again!
12308357,245259571,2018-03-21,166489240,Chris,We really appreciated the hospitality from Bill at the guest suite. It was a great place to stay while visiting Austin!
949922,294929570,2018-07-22,69266795,Jessica,Super close to all of the fun activities! We loved the bath tub! Everything was so cozy and all of the animals make it so fun! 
949922,664485431535892982,2022-07-05,76363558,Joshua Eagle,"I can’t say enough about really wonderful this location and the owners are. 74 countries later, I think I have a little experience with locations, and this one I would recommend to anyone without reservations.<br/>-Joshua"
1880094,699293943947394189,2022-08-22,99472977,Jessica,Great place and location! Super walkable. Perfect spot for a couple to stay. Would definitely come back. Hosts were great too!
1462311,9102933,2013-12-07,5605609,Tamara,"Chris is rad!  Super friendly, good recommendations, helped me when I locked myself out haha  The place is central, cozy, comfortable, and has great lighting.  Next time I wanna try his airstream.  Merry Christmas!"
964527417703778567,1003007966201853709,2023-10-15,504065113,Jonathan,Awesome experience! Would recommend to anyone coming down to Austin!
15942648,744898363490980459,2022-10-24,167444114,Michelle,Easy to communicate and quick to reply!!
15886011,774705257151008989,2022-12-04,401226826,Hiral,The only reason I wouldn’t want you to stay here is if I’m staying here!
5873238,510850099340654849,2021-12-05,226583661,Rachel,"perfect! quiet and private, great location, clean and adorable!"
18326728,1279782193701338894,2024-10-31,42447691,Mary,"I absolutely loved staying in J.D.'s home - it was perfect.  It was spotlessly clean;  the bed was super comfortable; there was a huge walk-in wardrobe space; the bathroom was gleaming and spacious with towels/toiletries.  There were several chairs and desks one could use to work on if needed.  The wi-fi was super fast.  The flat was bright, comfortable and very welcoming. The access via a code was really efficient.  There was plenty of free parking in the  beautiful tree lined street.   There were lots of good coffee places close by for breakfast, lunch or dinner.  JD was extremely friendly on my arrival and showed me around.  He was also very respectful of my space and privacy upstairs - which I really appreciated.  If I had a question I knew that he was around - but I was able to come and go freely - as if it were my home.  I have absolutely no hesitation in recommending this accommodation in Austin.  I hope to return in 18 months time and I will definitely re-book with J.D."
28253030,449974079579118449,2021-09-12,73705314,Amelia,"Clean, well decorated home. Walkable or a short drive to many local neighborhoods (LadyBird lake,  Rainey, Cesar Chavez). A convenient location for those who don't have a car in Austin as rentable bikes scooters and rideshare apps are easily accessible. The hosts were friendly helpful and professional. Their new kittens are cute and their dog was a love bug! You get the entire upstairs area but I felt very welcome downstairs as well. They even brought us migas breakfast tacos on our last morning! I would recommend to friends and stay there again if I were to return to Austin"
23038138,889153039193120954,2023-05-11,57164417,Cindy,"Super easy check-in, very helpful and responsive host!"
11439003,424986405,2019-03-17,200508576,Robles,LOVELY / COOL SPOT AND VERY CHILL YET ALSO CLOSE TO LOCAL AUSTIN SPOTS ; ALICE IS A GREAT / COOL HOST ENJOY N BOOK!
1462311,19667058,2014-09-16,6789167,Erin,"We loved the location of the cottage and the amenities it included.  The cottage is spacious, comfortable and charming.  Chris was a hospitable host!  "
349447,224864319,2018-01-04,164496177,Spencer,Great spot in an even better location. Close enough to everything in Austin. Would recommend and stay again.
2528473,1292854743127021484,2024-11-18,141278404,Piper-Jane,"One of the most beautiful and quant airbnbs I have had the pleasure to stay in. Such a cozy little farm stay, peaceful and quiet."
922419141539122125,1018948787934988510,2023-11-06,456483988,Cody,"Really nice house, we’ll maintained. John was very responsive and easy to contact!"
29302404,401713965,2019-01-15,48723786,Elizabeth,This is a great location. Modern home. Shared entrance but private space upstairs. Lots to walk to in the neighborhood. Close to the running path along the river. Very nice hosts. Would recommend staying here.
12308357,84435779,2016-07-07,12541471,Katie,"Absolutely gorgeous setting, I want to live here! Bill was very gracious and we enjoyed our little getaway and enjoyed Bills restaurant recommendation.  Highly recommended!"
15886011,1108758315213498556,2024-03-09,70559091,Chase,Great place and location. Jason was a pleasure to work with!
1880094,466634658494198298,2021-10-05,388738673,Lucas,Great stay!
810215293285236225,1154397057848984211,2024-05-11,499243134,Taylor,Was a good overall stay. Would stay there again.
2528473,712325894151860599,2022-09-09,76599214,Francisco,Such a magical place
733203,63869655,2016-02-28,46038259,Fred,"First of all, Justin and Becca made us feel right at home even before we arrived. they welcomed us with local beer in the fridge, their WIFI password and notes and tips regarding the house and the surroundings. Right when you walk in, the house offers an unique space and decor. The place is very hip, modern and welcoming. The neighborhood is quiet, but we never had a problem regarding noise complaints. "
649514455439091082,753595821510122132,2022-11-05,187739900,Morgan,We had a great stay! It’s super cute and not a far drive from anything we wanted to do.
5094445,401939229,2019-01-16,23307196,Jason,"This location was excellent, and the place was everything I dreamed it would be. Perfect for any visit to Austin! The Uber driver even knew it by name!"
46485666,1008817055773986822,2023-10-23,246587403,Billy,A lovely way to experience Austin for the first time. Great place to stay!
34969093,1161020091198275263,2024-05-20,574626481,Tobias,Sehr gemütliche Unterkunft in einer top Lage. Gastgeber reagiert sehr schnell und immer hilfreich und höflich. Absolute Empfehlung!
44334720,661596341,2020-09-07,365684880,Connor,"Pros: lovely, spacious unit with enough amenities to make it feel like home. The location was right in the center of the city which meant picking up food was a few minutes of walking. We also really appreciated the television in the bedroom (there's another TV in the living room). Great value for the price. <br/>Cons: the response time for questions was a bit lacking at times. White walls and concrete (?) floors with a few scuff marks here and there."
44334720,710718764,2020-11-22,177041829,Chris,"This is a terrific spot, centrally located for all the best Austin has to offer, and a beautiful apartment too!"
1462311,277136745,2018-06-15,147314670,Yeltsin,"If you are looking for an Genuine Austin stay, this is the place! Great location, down the street from the best stores and places to eat. Chris is very helpful in making your stay the very best. Highly  recommend!"
10042925,422631712,2019-03-11,40904830,Mary,"I highly recommend Jennifer's home.  My family found the house to be comfortable and clean and the location was quiet and safe.  It was a short drive to a good selection of stores, restaurants, and multiple parks.  Additionally, it was only about a 5-minute drive to the light rail station which we found to be a great way to commute to downtown and avoid the highway traffic."
44334720,716250664,2020-12-18,370500360,Chris,Incredible location & beautiful view
705858,125997192,2017-01-08,12967874,Julie,"We had a lovely stay at Bill's place. The location is a few blocks away from South Congress, which has lots of restaurants and shops. The place itself is small--a loft studio--but very cozy and fits two just fine. Great bed, more than adequate kitchen. Check-in and parking were easy, and Bill was extremely responsive when we had a minor issue with the shower. "
17103933,1282078380399996294,2024-11-03,190589202,Jim,"I was very comfortable and would definitely stay with Erin and Robert again. Place is private, affordable, and Brentwood is a great neighborhood. (Though as a former area resident I might be a little biased.) Would recommend their place to anyone!"
4202378,729060865,2021-02-05,18892228,Cesar,"Fantastic location, spacious little guest suite. Absolutely loved it!"
1880094,1208086721558767832,2024-07-24,591295259,Antonio,Two thumbs way up!
10042925,170036766,2017-07-14,74290582,Elyse,Wonderful home on a quiet residential street. Tons of space and a nice fully stocked kitchen. We would definitely stay here again.
501260614657629525,851534747415264686,2023-03-20,442868127,Kimberly,We really loved the location above everything else. It was literally a 10 minute drive to every where we wanted to go. The house had everything we needed and then extra things we forgot (like a lint roller). It was super quiet and our kids loved the place. We would definitely stay here again.
57187,13795413,2014-06-04,13533812,Ute,"Lois´ place is wonderful and she has been a perfect host.<br/>Unfortunately we only had a day in austin – we wished we could have stayed longer and had more time to chat!<br/><br/>Thank you Lois!"
5094445,94905628,2016-08-17,25817209,Alan,"Bill's Hideaway is possibly the best Airbnb stay I've had! The place is tucked away, very very artistically and tastefully decorated and most of all, comfortable. Location is fantastic as well! Definitely will be checking in again next time I'm in Austin"
10042925,428730016,2019-03-25,240907318,Salima,"clean, comfortable and spacious house. convenient location in Round Rock. we enjoyed our stay."
705858,617384388,2020-03-12,334243054,Alex,"The place is exactly like the pictures and we absolutely love the pool because that what caught our attention. The whole place like a resort place and quiet, although the Bill already let us know about neighbor construction site next door before arrive. Communication was great and def be back next time 👌"
44334720,1235563136103828064,2024-08-31,29105700,Philip,Great place to stay when visiting Austin. Perfect downtown location for walking to places. It’s spacious place and I’ll certainly return when I’m<br/>next visiting my Austin office.
1013290700741752448,1198652194228535974,2024-07-11,418001635,Monica,David was very attentive and communicative which I appreciated!
715767362823982179,793587856162467402,2022-12-30,55815883,Coco,"Eric’s place is very cozy and charming! Really appreciated the record player, old school radio, and pristine bathroom. The space is great for 1-2 people and is super close to great bars and restaurants. Highly recommend!"
202187,742780435386773471,2022-10-21,124148907,J,"A nice, quiet, clean, convenient accommodation.  John is quick to answer questions."
23468465,1362432346855719372,2025-02-22,175941733,Albert,"A very unique find in a city full of unique finds! Between my wife and I, we tend to book stays in different cities based on convenience or aesthetic. I will say we got the best of both worlds in Julie's place. As soon as you walk in and flip on the light switch, you're met with uniqueness with guitars on the walls, paintings and pictures that highlight world travels, or even just highlighting Austin in its own unique way. Each room, from the outdoor deck, TV room, kitchen, bedroom, loft, and bathroom, had their own unique flavor. Almost like stepping into a new world each time. As for convenience, we were able to easily walk less than a mile in any direction and found great coffee(Desnudo) and Amazing Breakfast(Rockstar Bagels). We took advantage of the anemities as we got to enjoy the Infrared Sauna, and had it not been in the upper 20s, i would have gladly taken up that Cold Plunge as well. Overall a fantastic stay, will have to come back soon."
705858,724662319197669050,2022-09-26,56105524,Kendra,The accommodations were great and Bill is a such a nice host! I will definitely book again when it’s available.
44334720,1391439991300940839,2025-04-03,465779933,Stephen,Stayed at a Kasa before. Nice place right in the heart of downtown. Will stay there again in the future.
12308357,348414534,2018-11-13,15784294,Marie,Excellent place while visiting Austin! Close to everything!!!
32696235,1131971519853985362,2024-04-10,55014568,Nathan,"My stay here for the week was great. the location is backed up against the lake so it feels very private. Pool and hot tub are another added bonus. The place was clean upon arrival and the hosts were responsive. They even stocked the fridge with drinks which was greatly appreciated after a long travel day. The location itself is also super walkable to bars, restaurants, coffee shops, and 6th Street. Added bonus, they charge a cleaning fee but don't ask you to do any ""pre cleaning"" like a lot of places do these days. Reminded me how air BnB used to be, 10/10 would stay again."
715767362823982179,1365376299624170346,2025-02-26,231560528,Fatima Tuz,The guesthouse is cozy and clean. It was a comfortable stay.
12308357,626529239,2020-05-28,3675999,Mike,Love this place and the pool is great
19179509,1267503838930209787,2024-10-14,353149455,Audra,This is a very cozy and private space. I felt right at home. I felt safe as a solo traveler. I think one thing that could be added is a tv.
28640193,526951238,2019-09-09,12205513,Constance,"Stay here. You have to. Everything about The Tiny Shiny will make you happy. The decor, the welcome basket, Drew & Danny, the central location, the suggestion to order delivery from Tyson’s Tacos, etc... Happiness."
19789358,637686197810945304,2022-05-29,271701161,Kevin,"Beautiful house and very kind people, was the perfect place for our overnight layover."
949922,419738460,2019-03-04,245139857,JoAnna,It was a home away from home! It was beyond cozy! So close to everything Austin has to offer! Can’t wait to go back!
980532615727187377,1145060197959531037,2024-04-28,148453051,Carolina,The Airbnb is spacious and clean. The host was really nice and responsive. I would stay there again.
12308357,331798403,2018-10-03,71192251,Ryan,Bill was a great host and made the process very simple. The place was immaculate and in an excellent location. I would definitely recommend this home for your trip to Austin.
48867583,394839275337468850,2021-06-28,12475806,Carlo H.,Every thing about our stay was great. The space is clean and the staff is very friendly and helpful.
48185394,1411780680363203395,2025-05-01,510846253,Ahlexia,"Great place to stay, very close to everything fun to do in Austin"
240541,673204877262292326,2022-07-17,43411262,Emily,Great location for a walk to restaurants and  late night snacks
23038138,623301290,2020-04-28,279390289,Dean,"What a gem.  The owner has thought of everything, and the place was meticulously clean.  The unit has a kind of loft layout with the bedroom and master bath upstairs (there's also  very nice half-bath downstairs).  There is an oak tree right outside the bedroom window, and it's just a terrific view.   Great bedroom, and the bath is large and the shower is great.<br/>The kitchen is huge and well kitted.   Granite countertops, modern appliances, gas range, a quiet dishwasher, and the lighting is terrific.   Lots of space, and there's even a kitchen table that seats 4 comfortably.   The same oak tree visible from the bedroom is just outside the kitchen window.   The greenery outside both rooms is  just beautiful.  <br/>The TV has a good soundbar below it, much appreciated.  Check-in was super easy.  Front door is super secure.  <br/>This place is a jewel.   I really enjoyed my stay."
48867583,547136902398644428,2022-01-24,441772755,Ericka,"Beautiful room, and extremely clean… walking distance from everything."
44334720,1083438717335652329,2024-02-03,45720932,David,"Exactly like description.  Easy check-in/check-out, location right in the center of everything, nice gym, pool looked good (didn't use, too cold outside).  Not going to get the friendly personal touches, but doesn't get any easier for a quick stay.  Super large unit, nice big kitchen with dishwasher, large refrigerator, and full-size washer/dryer.  A perfect unit for a quick trip or an extended stay.    Surrounding area is great.  Safe, no concerns at all.  Would rent again in a heart beat."
19789358,402818053,2019-01-19,187749805,Gerle,Juliet&Alfredo’s house super clean and quite .
202187,28396157,2015-03-23,4724490,Jordan,"John's place was an adorable, well-kept space that was a welcome escape after SXSW week was over. He was quick to respond to messages, the place was ready for us right on time, and everything was very easy. <br/><br/>Awesome location, and a great place - will definitely be back! <br/><br/>"
53861695,546336490891121333,2022-01-23,338682985,Talia,This place was great! The hosts were welcoming and the unit had everything you'd ever need and more! We're staying here every time we come down to visit. I'm jealous that my bed isn't as comfortable as the one they have and that my water doesn't get as hot! Super close to many restaurants and things to do!
29302404,677488005006265708,2022-07-23,125161573,Julia,"Sean and Bronwyne were extremely accommodating and friendly, let us check in early. very clean and well appointed with anything we might need. Very comfortable and great location near great restaraunts and nightlife. Short 10 min from downtown"
45221683,841361210312409776,2023-03-06,118120992,Sally,This house was in the perfect location for us and easily housed me and three of my coworkers.  We all had a separate space and enough privacy.  I hope to stay here again next year!
44334720,1060277367751190383,2024-01-02,105592673,Gregorio,"Buen alojamiento, cómodo y bien ubicado, limpio y agradable. El acceso al estacionamiento que pague previamente no se encontró a nuestra llegada, después de varias comunicaciones y algo de tiempo nos entregaron pegantinas adheribles a los ticket de estacionamiento que solucionaron el problema, también a nuestra llegada encontramos una lámpara de mesa que tenía mal funcionamiento y en el exterior del alojamiento había una luz de emergencia que emitía un sonido irritante que aunque no se escuchaba desde el interior del alojamiento era molesto en el pasillo exterior. Creo que corrigiendo esos detalles el alojamiento será muy bueno."
2528473,1263946863878919692,2024-10-09,135948096,Kathy,"Enjoyed staying in the garden cottage.  The yard is naturally pretty with local plants in abundance, string lights at night and cute buildings.  Enjoyed feeding the pigs, ducks and chickens and meeting the new pup.  Marcella was friendly, greeted me and gave me space.  <br/>The cottage is well decorated, was clean and had a small fridge and microwave along with coffee and coffee pot.  Bed was comfortable."
1462311,120314218,2016-12-09,43509360,Donna,"Chris is a great host, gave me tips on best food, how to get to my meeting and how to maneuver through Austin"
15886011,458675658665689551,2021-09-24,23624993,Courtney,"Let me start by saying that i’ve never left a bad review for an airbnb and this is my 3rd Airbnb just this week - but this Airbnb just did not fit the bill. The cleanliness was sub-par in which I had mentioned to the host. The $104 cleaning fee doesn’t seem to be being utilized in the space as almost all the pans were dirty when we went to use them, shower curtain soiled, as well as dirt and grime just in various places throughout the space. We went to watch Netflix and it said too many people were using the account already so we couldn’t utilize that feature. The water/ice maker on the fridge didn’t work either. The full length mirrors aren’t in the space at all. And the area the condo is in is a bit rough. Although Whole Foods was just around the corner which was a nice perk. <br/>I was super excited to find this spot even for an evening as my mom had just flown into Austin - but it was an incredibly underwhelming experience. The condo has definitely seen a lot of wear on every corner which isn’t evident in the photos posted. All in all, it did the job for a place to stay. Just wouldn’t be my first choice in Austin."
12308357,441182294,2019-04-21,191425516,Rafael,A wonderful stay at Bill’s. I’ll definitely consider going back one day.
11439003,526346523,2019-09-08,66910827,Daniel,Great place! Location is awesome if you're trying to go downtown while also being really well priced. Well decorated and spacious. Would definitely stay again
44334720,541314880733787429,2022-01-16,211503192,Mark,Awesome place and location. A little noisy but great.
48867583,626141206739111806,2022-05-13,107285451,Deborah,"Nice hotel, great pool and location. I did hear the bar from other reviews but it didn’t bother me at all. I would stay again!"
21148947,1213153002753976171,2024-07-31,502355453,Trenton,Not a bad place you get what you pay for. Nice quiet location and a very convenient store 2 minute walk up the road
10042925,427451267,2019-03-23,244340911,Adam,Amazing Austin home away from home!
19789358,433484003,2019-04-06,126146430,Richard,"Lovely place, all facilities and friendly hosts. Great communications throughout. Couldnt fault. Thank you for letting us into your home."
15886011,618094080643192569,2022-05-02,24556581,Robert,Jason’s place was awesome! The location was perfect. We were easily able to get everywhere by walking or by scooters. I highly recommend staying here. Communication from<br/>Beginning to end was seamless and created an excellent experience!
27927993,1175479010252353503,2024-06-09,464300688,Matt,The house was fantastic and exactly what we expected. Very clean and perfect for a large group gathering. <br/>I would absolutely recommend this house
711110195014767460,1187728457671683086,2024-06-26,457593295,Anthony,Erin was so great to work with honestly! Made everything super easy for us to check and will definitely be coming back soon!
5094445,512643929,2019-08-18,52052347,Anita,Beautiful property in a great location! Amenities are a great touch and the pool is just amazing! Thanks for the lovely stay!
1880094,209643052,2017-11-05,17829519,Lisa,"Very comfortable place to stay. Private entrance made it easy to come and go as we pleased. Pictures don’t do it justice, it’s cuter in real life!"
12308357,95550897,2016-08-20,30198678,Corrine,The Hideaway was a great place to stay and enjoy Austin! It was a pleasure meeting Bill who was very helpful with restaurant suggestions. The pool was amazing and the location was perfect! Would love to come back and visit again soon!
48867583,891408651361643517,2023-05-14,180149617,Celeste,Great location!
21148947,449960362856520546,2021-09-12,47230118,Adam,"Great place, quiet location but close access to everything."
349447,3108095,2012-12-17,60470,Tom,Jason's place was really cool. The place really made the visit. 
15942648,500796758,2019-08-02,48330278,Aref,"Great host, insanely responsive!"
35870872,567503640,2019-11-22,89360489,Emily,"I thought it looked nice on the listing, but it was so much better in person! Would definitely stay here again."
10042925,479287309,2019-06-30,169181945,Leslie,It was a good value and close to our friend’s house. We were satisfied with our stay.
5094445,273913258,2018-06-07,183915659,Corey,Awesome Place!  Quiet neighborhood!  Felt like going home to great bed and could really relax.   Woke up and had to remind myself I wasn't home. 
46485666,1470499091417570402,2025-07-21,178658545,Chase,Great place! Love staying there when needing to stay in the city for work!
949922,3732042,2013-03-09,5241802,Drew,"Marcella's airstream was absolutely fantastic. Hip,<br/>comfortable, private, and welcoming. The private entrance to her yard was simple and unobtrusive, which was perfect for my hectic schedule during the week while I was there. I've already recommended this retro paradise to friends, and I will continue to do so. Thanks Marcella!"
17103933,579015133142355174,2022-03-09,179239040,Mary K.,"Beautiful home, cozy home and wish it was an apartment of my own! Felt so comfortable and know it will be where I book to stay any time I’m back in town!"
573375410498974601,1405987661426463731,2025-04-23,34434783,Heather,"We loved our stay here! We are former Austinites who lived in the city for 8+ years and only moved away 2 years ago. We came back as a family to visit friends and our favorite spots and it was just the perfect spot for us. Great location in Bouldin Creek and the house is well set up, clean, and comfortable. Highly recommend for someone looking to stay in a comfortable space in Austin in a great neighborhood close to lots of stuff!"
10042925,150236858,2017-05-07,66497278,Emily,We loved staying at Jennifer's lovely home! It was so clean and cozy and would definitely recommend it to others looking to stay in the Austin area!
240541,449852657,2019-05-07,259501113,Johnathan,Decent spot for 1 person.
48867583,494201682577903623,2021-11-12,212224258,Tara,Great
705858,268625031,2018-05-25,176557978,Anne,"Beautiful, spotless, cozy space.  Lots of natural light. Lovely, friendly, walkable neighborhood.  Restaurants on South Congress a 5 minute walk.  Ride share drivers always arrived in two minutes for $8ish rides to downtown.  I recommend this space to all."
51106805,1028354186791637329,2023-11-19,354123632,Samantha,"This was the first airbnb that was SUPER CLEAN. I clean houses during the week and I noticed even the baseboards were so clean. So I knew she dusted. She’s amazing, I was checking in pretty late and told her about it and she was on it. Communication skills A1 perfection. Even had a tv in the room to feel at home. I usually am the type of guest to keep to myself and not use a kitchen and whatnot so she even respected my privacy was not one of those hosts that comes barging in and introduces themselves. I’d definitely come back here anytime. I loved that she had cameras everywhere outside for peace of mind upon my vehicle. JANICE YOU’RE AMAZING!"
11439003,1018163614194480331,2023-11-05,531921782,Gerritt,"Alice offers a welcoming environment to come and relax in. There’s a bunch of amenities and things to do, including a set of instructions/ space to build your own fire! Beds weee comfy, a lot of extra items were available like hair ties, cokes, coffee, spray deodorant- things you could easily forget at home. Location is close to many of the great sites of interest in Austin. Alice is responsive and quick to help with any issues. Would love to stay here again, highly recommend!"
53184231,1463914029036690014,2025-07-12,377970101,Shatonda,I must say that the location of the property was literally 10 mins from the hotel where my conference was held. Quiet and peaceful area. We will definitely be booking again next summer!!!!
1880094,85457818,2016-07-11,37716882,Brian,"Great neighborhood, hosts were delightful and the space is better than the pictures!"
763918769239527429,1247912085595217817,2024-09-17,105259828,Rachel,"Great location, away from city but still very close to uber or drive into the city. On a quiet street, close to a grocery store. Has just what you need"
57187,17548738,2014-08-13,18680434,Tom,Great place with comfy futons. Would recommend to stay here. Lois is great and helpful. 
657158457671658537,1279810772396589730,2024-10-31,147990189,Deleiny,Great place to stay!
202187,1162460363160486373,2024-05-22,65103182,Ken,The place is in a beautiful neighborhood that is close to great restaurants and the river walking trail. John was an amazing host who was responsive and flexible. Great find.
