id,listing_url,name,description,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,bathrooms_text,price,minimum_nights,maximum_nights,instant_bookable,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,amenities
782618337171518178,https://www.airbnb.com/rooms/782618337171518178,"Dog Friendly, 28th Flr Luxe Condo, Balcony Views",,464404919,Vacasa Texas,2022-06-15,,within an hour,100%,100%,t,79.0,78701,30.25536151642917,-97.73798190698508,Entire condo,Entire home/apt,4,1.0,2.0,1 bath,$141.00,2,1125,t,20,43,60,320,115,31,1,2022-05-01,2025-08-31,4.74,4.86,4.75,4.87,4.74,4.75,4.67,2.79,"[""Stove"", ""First aid kit"", ""Wine glasses"", ""Iron"", ""Ping pong table"", ""Blender"", ""Pets allowed"", ""Outdoor furniture"", ""Dishwasher"", ""Hot water"", ""Dishes and silverware"", ""Refrigerator"", ""EV charger"", ""Washer \u2013\u00a0In unit"", ""Wifi"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Mini golf"", ""Oven"", ""Smoke alarm"", ""Outdoor playground"", ""Essentials"", ""TV with standard cable, Netflix"", ""Luggage dropoff allowed"", ""Books and reading material"", ""Air conditioning"", ""Dedicated workspace"", ""Shared outdoor pool - heated, rooftop"", ""Fire extinguisher"", ""Fire pit"", ""Elevator"", ""Shampoo"", ""Extra pillows and blankets"", ""Coffee maker"", ""Toaster"", ""Carbon monoxide alarm"", ""Gym"", ""Microwave"", ""Paid parking on premises"", ""Kitchen"", ""Hangers"", ""Dryer \u2013\u00a0In unit""]"
803156303916161547,https://www.airbnb.com/rooms/803156303916161547,Private Master bedroom-near Domain and St Davis,"This is a private master bedroom with a private bathroom in a well-furnished 3beds/2baths side-by-side duplex.The house located in central area of North Austin. Just minutes from the Domain, major companies like Apple,Amazon,IBM,Dell,Samsung,Indeed,Meta, Ebay, GM,Charles Schwab,Saint David's medical centers,and the newly built Q2 stadium. Easy access to major highways,15-minute drive to downtown and less than a half-hour drive to Tesla Giga factory. Shops and restaurants are just blocks away.",145540908,Jie,2017-08-11,"Minneapolis, MN",within an hour,100%,98%,t,6.0,78727,30.42116929646058,-97.69607156895924,Private room in home,Private room,1,1.0,1.0,1 private bath,$50.00,30,365,f,29,59,89,364,3,1,0,2023-03-31,2025-04-27,4.67,5.0,4.67,5.0,5.0,4.67,4.33,0.1,"[""First aid kit"", ""Bathtub"", ""Wine glasses"", ""Ceiling fan"", ""Single level home"", ""Smart lock"", ""Dishwasher"", ""Hot water"", ""Dishes and silverware"", ""Refrigerator"", ""Self check-in"", ""Clothing storage: closet"", ""Dining table"", ""Free parking on premises"", ""Wifi"", ""Hot water kettle"", ""Heating"", ""Hair dryer"", ""Bed linens"", ""Gas stove"", ""Cooking basics"", ""TV"", ""Single oven"", ""Smoke alarm"", ""Washer"", ""Lock on bedroom door"", ""Safe"", ""Air conditioning"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""Private backyard"", ""Toaster"", ""Free street parking"", ""Carbon monoxide alarm"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""Kitchen"", ""Hangers"", ""Dryer \u2013\u00a0In unit""]"
805941705321514111,https://www.airbnb.com/rooms/805941705321514111,Bright & Airy SoCo Retreat ~ Queen Bed ~ Parking!,"Relax & unwind in this bright, airy renovated condo in the ♥ of Austin's hip & lively South Congress/St.Ed's area w/ EZ access to everything!<br />✔ Home base for remote work with FAST Wifi<br />✔ Enjoy outdoors in fenced yard w/ lounge chairs, picnic table & tree cover<br />✔ Bedroom: Walk-in closet + dedicated WorkSpace<br />✔ Living room: Queen sofa sleeper, memory foam mattress<br />✔ Fully stocked kitchen: Free Coffee, FlexBrew machine<br />✔ Washer/dryer in unit, Free laundry pods<br />✔ SmartTV + fast WIFI<br />✔ ... much more!",587285606,Serita,2024-07-03,"Austin, TX",within an hour,100%,100%,t,38.0,78704,30.225171033020835,-97.75650266219202,Entire rental unit,Entire home/apt,4,1.0,2.0,1 bath,$148.00,2,1125,t,0,0,0,114,41,0,0,2023-01-22,2024-08-27,4.76,4.88,4.8,4.93,4.9,4.71,4.66,1.27,"[""Coffee"", ""Cleaning products"", ""First aid kit"", ""Bathtub"", ""Wine glasses"", ""Iron"", ""Private entrance"", ""Ceiling fan"", ""Smart lock"", ""Outdoor furniture"", ""Dishwasher"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Self check-in"", ""Freezer"", ""Dining table"", ""Frigidaire refrigerator"", ""Free parking on premises"", ""Hot water kettle"", ""Outdoor dining area"", ""Hair dryer"", ""Room-darkening shades"", ""Samsung stainless steel electric stove"", ""Bed linens"", ""Cooking basics"", ""Long term stays allowed"", ""Courtyard view"", ""Baking sheet"", ""Central air conditioning"", ""42 inch HDTV with Fire TV"", ""Smoke alarm"", ""Shared backyard \u2013 Fully fenced"", ""Free washer \u2013 In unit"", ""Central heating"", ""Essentials"", ""Fast wifi \u2013 141 Mbps"", ""Samsung stainless steel single oven"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Clothing storage: walk-in closet and closet"", ""Toaster"", ""Garden view"", ""Carbon monoxide alarm"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""Kitchen"", ""Free street parking"", ""Hangers"", ""Free dryer \u2013 In unit""]"
810215293285236225,https://www.airbnb.com/rooms/810215293285236225,You Had Me @ Hello | Stylish Charming Bungalow,"Hello. Curious about what makes Austin so weirdly wonderful? Live like a local and find out for yourself at our newly remodeled, 3 bedroom home near downtown Austin. This is the ideal space for group and business travelers looking for a comfortable space to sleep and collaborate while still being just a quick Uber or Lyft to the Convention Center and Downtown.",410169720,Jason,2021-06-30,,within an hour,100%,100%,t,11.0,78741,30.23733051154708,-97.6963518505352,Entire home/apt,Entire home/apt,10,3.0,5.0,2 baths,$65.00,1,1125,f,11,27,57,332,199,76,4,2023-01-26,2025-09-15,4.85,4.92,4.95,4.93,4.97,4.43,4.8,6.19,"[""Private patio or balcony"", ""Coffee"", ""Stove"", ""Cleaning products"", ""First aid kit"", ""Bathtub"", ""Wine glasses"", ""Iron"", ""Private entrance"", ""Ceiling fan"", ""Single level home"", ""Outdoor furniture"", ""Dishwasher"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Self check-in"", ""Dining table"", ""Keypad"", ""Wifi"", ""Outdoor dining area"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed"", ""Baking sheet"", ""Central air conditioning"", ""Oven"", ""Free driveway parking on premises \u2013 6 spaces"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Central heating"", ""Essentials"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""Fire pit"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Clothing storage"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Toaster"", ""Microwave"", ""Private backyard \u2013 Fully fenced"", ""Kitchen"", ""Hangers"", ""Free dryer \u2013 In unit"", ""Noise decibel monitors on property""]"
821690808713876909,https://www.airbnb.com/rooms/821690808713876909,Brentwood Home,"This is our family home that we are making available while we are away.  The primary bedroom is downstairs and our children's bedrooms are upstairs.  We do have Murphy bed (queen) in the office that can be utilitized and we have a third story loft playroom that also has a pull out bed with gel mattress (twin).  The primary bedroom has a queen bed, and upstairs the first bedroom has a twin bed and the second bedroom has a queen bed. We live on a quiet street close to park.",7622771,Jennifer,2013-07-21,"Austin, TX",within an hour,100%,100%,f,2.0,78757,30.337162225320817,-97.7328385908404,Entire home,Entire home/apt,6,3.0,4.0,2.5 baths,$190.00,6,365,t,0,0,1,153,3,2,0,2024-04-11,2024-12-01,5.0,4.67,5.0,5.0,5.0,4.67,5.0,0.17,"[""Bathtub"", ""Ceiling fan"", ""Dishwasher"", ""Free driveway parking on premises"", ""Hot water"", ""Dishes and silverware"", ""Children's playroom"", ""Wifi"", ""Hot water kettle"", ""Heating"", ""Room-darkening shades"", ""Cooking basics"", ""TV"", ""Central air conditioning"", ""Oven"", ""Dryer"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Fire extinguisher"", ""BBQ grill"", ""Bidet"", ""EV charger - level 2"", ""Toaster"", ""Free street parking"", ""Carbon monoxide alarm"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""Kitchen""]"
837294048778860254,https://www.airbnb.com/rooms/837294048778860254,2Bedroom -Downtown Austin Resort,"Austin is known for its quirky nature and hodgepodge of musical and cultural tastes — and you can see it all from the comfort of the resort. You’re conveniently located just minutes from local attractions, diverse eateries, and vibrant venues.",79733183,Jake,2016-06-24,"North Myrtle Beach, SC",a few days or more,7%,0%,f,32.0,78701,30.27083933665616,-97.74858162406572,Entire rental unit,Entire home/apt,6,2.0,3.0,2 baths,$267.00,2,365,f,25,50,80,80,0,0,0,,,,,,,,,,,"[""First aid kit"", ""Wifi"", ""Outdoor dining area"", ""Heating"", ""Hair dryer"", ""Cooking basics"", ""TV"", ""Smoke alarm"", ""Washer"", ""Exercise equipment"", ""Air conditioning"", ""Dedicated workspace"", ""Fire extinguisher"", ""Fire pit"", ""BBQ grill"", ""Pool"", ""Carbon monoxide alarm"", ""Paid parking on premises"", ""Kitchen""]"
839054879573626671,https://www.airbnb.com/rooms/839054879573626671,Waterfront Home on Lake Travis,"This beautiful 4-bedroom home in Lakeway, TX, is the perfect escape for families and groups seeking a tranquil getaway.",447606169,Grand Welcome Austin And Highland Lakes,2022-03-02,"Austin, TX",within an hour,100%,100%,f,82.0,78734,30.37133,-97.9869,Entire home,Entire home/apt,8,4.0,6.0,3 baths,$450.00,1,365,t,27,57,83,358,12,1,0,2023-05-07,2025-01-01,4.83,4.75,4.67,4.75,4.83,4.92,4.67,0.42,"[""Stove"", ""Wine glasses"", ""Iron"", ""Blender"", ""Ceiling fan"", ""Private entrance"", ""Smart lock"", ""Dishwasher"", ""Hot water"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Self check-in"", ""Dining table"", ""Free parking on premises"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Game console"", ""Patio or balcony"", ""Oven"", ""Dryer"", ""Smoke alarm"", ""Washer"", ""Essentials"", ""Waterfront"", ""Air conditioning"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""BBQ grill"", ""Shampoo"", ""Body soap"", ""Coffee maker"", ""Toaster"", ""Carbon monoxide alarm"", ""Free street parking"", ""Microwave"", ""Kitchen""]"
844959652169052749,https://www.airbnb.com/rooms/844959652169052749,Wyndham Austin Resort | King Bed Studio Suite,"Austin is known for its quirky nature and hodgepodge of musical and cultural tastes — and you can see it all from the comfort of the resort. You’re conveniently located just minutes from local attractions, diverse eateries, and vibrant venues.<br /><br />Wyndham Austin Resort | King Bed Studio Suite<br />• Size: 697 - 875<br />• Kitchen: Full<br />• Baths: 1<br />• Accommodates: 4 Guests<br />• Beds: King Bed - 1  Queen Sleeper Sofa - 1",482174715,Suite Life,2022-10-04,"Rockford, MI",within an hour,100%,57%,f,2276.0,78703,30.2748812,-97.757196,Entire resort,Entire home/apt,4,0.0,2.0,1 bath,$171.00,2,365,f,19,46,76,333,0,0,0,,,,,,,,,,,"[""Coffee"", ""Stove"", ""Cleaning available during stay"", ""Cleaning products"", ""First aid kit"", ""Bathtub"", ""Wine glasses"", ""Iron"", ""Blender"", ""Private entrance"", ""Outdoor furniture"", ""Dishwasher"", ""Hot water"", ""Shower gel"", ""Resort access"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Self check-in"", ""City skyline view"", ""Dining table"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Room-darkening shades"", ""Paid parking off premises"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed"", ""Baking sheet"", ""Oven"", ""Dryer"", ""Pack \u2019n play/Travel crib"", ""Trash compactor"", ""Smoke alarm"", ""Washer"", ""Essentials"", ""Gym"", ""Building staff"", ""Luggage dropoff allowed"", ""Safe"", ""Air conditioning"", ""Dedicated workspace"", ""Elevator"", ""Fire extinguisher"", ""Fire pit"", ""BBQ grill"", ""Crib"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Clothing storage"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Toaster"", ""Microwave"", ""Laundromat nearby"", ""Kitchen"", ""Pool"", ""Hangers"", ""Paid parking on premises""]"
852247306479211711,https://www.airbnb.com/rooms/852247306479211711,*NEW* East Side Oasis w/ Pool!,"Take it easy at this unique and tranquil East-Austin getaway.<br /><br />Enjoy the huge, beautifully landscaped backyard, lounge on bean bags and take a dip in the cowboy pool -- this space has been designed to be the ultimate getaway with a fun and relaxing outdoor experience. Austin's best amenities are only a quick Uber away..<br /><br />Located ~ 10-15mins from:<br />> East-side bar scene + 10 breweries<br />> UT campus (and football stadium!)<br />> Downtown / Rainey St.<br />> Convention Center<br />> Austin airport",153295160,Noah,2017-10-04,"Austin, TX",within an hour,100%,96%,t,2.0,78721,30.26724,-97.68453,Entire home,Entire home/apt,4,2.0,2.0,2 baths,$155.00,1,365,f,12,31,56,73,66,29,1,2023-04-21,2025-08-24,4.95,4.95,4.88,4.98,4.95,4.58,4.82,2.25,"[""Coffee"", ""Stove"", ""Cleaning products"", ""First aid kit"", ""Bathtub"", ""Wine glasses"", ""Private entrance"", ""Ceiling fan"", ""Single level home"", ""Outdoor furniture"", ""Dishwasher"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Clothing storage: closet"", ""Freezer"", ""Self check-in"", ""Dining table"", ""Free parking on premises"", ""Keypad"", ""Wifi"", ""Outdoor dining area"", ""Heating"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed"", ""Mini fridge"", ""Baking sheet"", ""Patio or balcony"", ""Oven"", ""Dryer"", ""Smoke alarm"", ""Washer"", ""Essentials"", ""Sun loungers"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Dedicated workspace"", ""Coffee maker: Keurig coffee machine"", ""Barbecue utensils"", ""Fire pit"", ""BBQ grill"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Toaster"", ""Pool"", ""Microwave"", ""Kitchen"", ""Backyard"", ""Hangers""]"
854346664543569972,https://www.airbnb.com/rooms/854346664543569972,"Relax and Recharge! Swimming Pool, Pets Allowed!","Stay in the heart of downtown Austin and enjoy the city's vibrant culture and entertainment. Walk to iconic attractions like Sixth Street, Rainey Street, Lady Bird Lake, Zilker Park, Paramount Theatre, and the Texas Capitol. Hop on a metro station nearby and discover more of what The Live Music Capital of the World has to offer. Relax in a spacious room or suite with modern amenities and stunning views. Experience the charm and elegance of this historic landmark hotel.",501999514,RoomPicks,2023-02-20,,within an hour,100%,95%,f,2956.0,78701,30.26905,-97.74199,Room in hotel,Hotel room,2,1.0,0.0,1 private bath,$350.00,1,1125,t,29,56,86,353,3,2,0,2024-08-11,2025-08-10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.22,"[""First aid kit"", ""Iron"", ""Pets allowed"", ""Self check-in"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Bed linens"", ""TV"", ""Smoke alarm"", ""Essentials"", ""Building staff"", ""Air conditioning"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shampoo"", ""Extra pillows and blankets"", ""Coffee maker"", ""Pool"", ""Carbon monoxide alarm"", ""Gym"", ""Paid parking on premises"", ""Hangers""]"
863799139688107858,https://www.airbnb.com/rooms/863799139688107858,Big Beautiful House Large Yard & Child Playroom,"Welcome to my 4 bedroom 2.5 bathroom two-story home!<br /><br />This North Austin home has everything you need for a comfortable stay! It is located near a lot of attractions like the Museum of Ice Cream, Mayfield Park and Nature Preserve, Wonderspaces Austin, and Austin Aquarium. Restaurants, shopping, and all public conveniences are within short driving distance. <br /><br />Must be twenty five years old or older to book.",439308171,Jessica,2022-01-06,"Inglewood, CA",within an hour,100%,100%,f,1.0,78729,30.44321157052476,-97.75564841281911,Entire home,Entire home/apt,6,3.0,4.0,2.5 baths,$174.00,3,180,t,9,21,21,21,21,4,0,2023-04-29,2025-05-14,4.67,4.57,4.62,5.0,4.9,4.9,4.52,0.72,"[""50 inch HDTV"", ""Cleaning products"", ""Bathtub"", ""Iron"", ""Private entrance"", ""Pets allowed"", ""Outdoor furniture"", ""Dishwasher"", ""Hot water"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Free parking garage on premises \u2013 4 spaces"", ""Self check-in"", ""Dining table"", ""Wifi"", ""Indoor fireplace: wood-burning"", ""Hot water kettle"", ""Heating"", ""Hair dryer"", ""Bed linens"", ""Cooking basics"", ""Long term stays allowed"", ""Baking sheet"", ""Oven"", ""Children\u2019s books and toys"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Essentials"", ""Air conditioning"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""Fire pit"", ""Lockbox"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Coffee maker"", ""Private backyard \u2013 Fully fenced"", ""Carbon monoxide alarm"", ""BBQ grill: gas"", ""Kitchen"", ""Board games"", ""Hangers"", ""Free dryer \u2013 In unit""]"
876944237090548901,https://www.airbnb.com/rooms/876944237090548901,Modern Bedroom In Spacious Home,"This spacious 4 bedroom house has all the amenities one would want. The home has received numerous recent upgrades to give you that ""Brand New House"" feel. Just 15 minutes from downtown and 5 Minutes from McKinney Falls State Park. The neighborhood has many park areas to explore as well as a community swimming pool which you are also welcome to enjoy.  There is ample street parking and large backyard you're welcome to take advantage of during your stay here.",91916353,Josh,2016-08-25,"Austin, TX",within a few hours,100%,90%,t,3.0,78744,30.200229971371822,-97.70269956492002,Private room in home,Private room,1,1.0,1.0,1.5 shared baths,$32.00,30,365,f,0,26,56,331,9,4,0,2023-05-13,2025-07-26,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.31,"[""Bathtub"", ""Wine glasses"", ""Iron"", ""Ceiling fan"", ""Dishwasher"", ""Hot water"", ""Dishes and silverware"", ""Freezer"", ""Dining table"", ""Free parking on premises"", ""Wifi"", ""Rice maker"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed"", ""Mini fridge"", ""Baking sheet"", ""Shared outdoor pool - available seasonally, open specific hours"", ""Smoke alarm"", ""Washer"", ""Central heating"", ""Essentials"", ""Lock on bedroom door"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Fire pit"", ""Barbecue utensils"", ""GE refrigerator"", ""Clothing storage"", ""Free street parking"", ""Microwave"", ""Kitchen"", ""Backyard"", ""Hangers"", ""Shared patio or balcony"", ""Free dryer \u2013 In unit"", ""GE single oven""]"
876969499708717554,https://www.airbnb.com/rooms/876969499708717554,Master Bedroom in Spacious Home,"Enjoy the entire master bedroom, private bathroom, and enormous walk in closet in this spacious modern 4 bedroom house. This home has received numerous recent upgrades to make your stay that much more comfortable. The peaceful neighborhood of Colorado Crossing is just 15 minutes from downtown and only 5 minutes from McKinney Falls State Park. Feel free to make yourself at home and don't forget to take advantage of the community swimming pool.",91916353,Josh,2016-08-25,"Austin, TX",within a few hours,100%,90%,t,3.0,78744,30.19816,-97.70291,Private room in home,Private room,1,1.0,1.0,1 private bath,$60.00,30,365,f,0,0,0,258,2,0,0,2023-05-31,2024-03-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.07,"[""Bathtub"", ""Wine glasses"", ""Shared pool"", ""Ceiling fan"", ""Dishwasher"", ""Hot water"", ""Dishes and silverware"", ""Refrigerator"", ""Freezer"", ""Dining table"", ""Free parking on premises"", ""Wifi"", ""Rice maker"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed"", ""Mini fridge"", ""Baking sheet"", ""Oven"", ""Dryer"", ""Smoke alarm"", ""Washer"", ""Lock on bedroom door"", ""Essentials"", ""Air conditioning"", ""Dedicated workspace"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Fire pit"", ""Barbecue utensils"", ""Free street parking"", ""Microwave"", ""Kitchen""]"
879233447196605697,https://www.airbnb.com/rooms/879233447196605697,"Austin Glass House-On TV, Two Films & Documentary","Immerse yourself in nature at the Austin Glass House. This special home away from home, close to all Austin has to offer, is nonetheless a private hideaway. The verdant property is nestled alongside a spring-fed seasonal creek and tree-lined greenbelt that offers access to the beauty of the Hill Country. Featured in the movie Abilene and Bay. Also on HGTV, the one-of-a-kind Austin Glass House is a perfect retreat for couples seeking a romantic escape or those looking for a relaxing getaway.",59824684,Mcclaren,2016-02-21,"Wimberley, TX",within an hour,100%,100%,t,1.0,78734,30.38218,-97.92539,Entire home,Entire home/apt,6,2.0,3.0,2 baths,$213.00,2,365,t,30,60,85,264,88,31,2,2023-05-08,2025-09-01,5.0,4.99,4.97,5.0,5.0,4.94,4.97,3.06,"[""Private patio or balcony"", ""Coffee"", ""Cleaning available during stay"", ""AC - split type ductless system"", ""Cleaning products"", ""First aid kit"", ""Bathtub"", ""Folding or convertible high chair - always at the listing"", ""Iron"", ""Wine glasses"", ""Ceiling fan"", ""Samsung  stainless steel single oven"", ""Blender"", ""Private entrance"", ""Dishwasher"", ""Outdoor furniture"", ""Smart lock"", ""Hot water"", ""Shower gel"", ""Outlet covers"", ""Conditioner"", ""Refrigerator"", ""Dishes and silverware"", ""Freezer"", ""Self check-in"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Dining table"", ""Wifi"", ""Hot water kettle"", ""Samsung electric stove"", ""Hair dryer"", ""Outdoor dining area"", ""Bed linens"", ""Cooking basics"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Long term stays allowed"", ""Baking sheet"", ""Central air conditioning"", ""Private BBQ grill: gas"", ""Portable heater"", ""Free driveway parking on premises \u2013 6 spaces"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Central heating"", ""Essentials"", ""65 inch HDTV with Netflix, standard cable, Amazon Prime Video"", ""Books and reading material"", ""Valley view"", ""Pack \u2019n play/Travel crib - available upon request"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""Barbecue utensils"", ""Crib"", ""Shampoo"", ""Private backyard \u2013 Not fully fenced"", ""Body soap"", ""Extra pillows and blankets"", ""Toaster"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Microwave"", ""Kitchen"", ""Board games"", ""Hangers"", ""Free dryer \u2013 In unit""]"
881940146195757484,https://www.airbnb.com/rooms/881940146195757484,NLamar Economic Central Austin6,"This is a shared room for up to 4 people per room. Most people are 20-30 and stay for several months. Students, young professionals, interns, etc. There are 6 bedrooms and 3 bathrooms in the apartment. Some people live in private rooms others share rooms so there are usually 10-12 people per apartment. Pictures are for demonstrative purposes.<br /><br />We have community managers living there, so there is staff onsite 24/7.",8167447,Martin,2013-08-14,"Austin, TX",within a few hours,100%,75%,f,93.0,78751,30.32033,-97.72928,Shared room in rental unit,Shared room,1,1.0,1.0,1 shared bath,$16.00,30,365,f,24,54,84,359,3,1,0,2023-05-23,2025-05-03,3.67,4.33,3.67,4.67,3.67,3.67,4.0,0.11,"[""Dedicated workspace"", ""Keypad"", ""Wifi"", ""Smoke alarm"", ""Washer"", ""Heating"", ""Hair dryer"", ""Iron"", ""Free parking on premises"", ""Cooking basics"", ""TV"", ""Self check-in"", ""Air conditioning"", ""Exterior security cameras on property""]"
883905166738559996,https://www.airbnb.com/rooms/883905166738559996,*Waterfront* Lake Austin Home ~Boat Slip~ Firepit,"Welcome to your dream vacation destination on Lake Austin! <br />🌟 Features Include: 🌟<br />~ Double-level deck for beautiful lake views<br />~ 77 feet of private water-frontage<br />~ 5 bedrooms w/ room to sleep 15 comfortably<br />~ BBQ & outdoor dining<br />~ Boat slip, included are two paddleboards, two kayaks & a 16 ft lily pad!<br />Everything is better when you are on the water! <br /><br />Book your 5-star lake vacation today!",139896556,Nickol And Lucas,2017-07-11,"Austin, TX",within an hour,100%,100%,t,19.0,78734,30.37209,-97.91543,Entire home,Entire home/apt,15,5.0,8.0,3.5 baths,$544.00,1,100,f,21,45,71,338,44,13,0,2023-05-11,2025-08-14,4.93,4.98,4.89,4.93,5.0,4.93,4.86,1.53,"[""Coffee"", ""Stove"", ""Cleaning available during stay"", ""Cleaning products"", ""First aid kit"", ""Bathtub"", ""Wine glasses"", ""Pets allowed"", ""Blender"", ""Ceiling fan"", ""Private entrance"", ""Outdoor furniture"", ""Kayak"", ""Dishwasher"", ""Smart lock"", ""Lake view"", ""Hot water"", ""Shower gel"", ""High chair"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Self check-in"", ""Dining table"", ""Free parking on premises"", ""Portable fans"", ""Wifi"", ""Drying rack for clothing"", ""Rice maker"", ""Hot water kettle"", ""Heating"", ""Hair dryer"", ""Outdoor dining area"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Long term stays allowed"", ""Baking sheet"", ""Children\u2019s dinnerware"", ""Central air conditioning"", ""Patio or balcony"", ""Oven"", ""Pack \u2019n play/Travel crib"", ""Boat slip"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Lake access"", ""Essentials"", ""Waterfront"", ""Sun loungers"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""Fire pit"", ""Barbecue utensils"", ""BBQ grill"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Clothing storage"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Toaster"", ""Microwave"", ""Private backyard \u2013 Fully fenced"", ""Kitchen"", ""Board games"", ""Hangers"", ""Free street parking"", ""Pool"", ""Free dryer \u2013 In unit""]"
914383561057381842,https://www.airbnb.com/rooms/914383561057381842,"Prime Downtown Location! Pet-friendly, Onsite Pool","Stay in the heart of downtown Austin and enjoy the city's vibrant culture and entertainment. Walk to iconic attractions like Sixth Street, Rainey Street, Lady Bird Lake, Zilker Park, Paramount Theatre, and the Texas Capitol. Hop on a metro station nearby and discover more of what The Live Music Capital of the World has to offer. Relax in a spacious room or suite with modern amenities and stunning views. Experience the charm and elegance of this historic landmark hotel.",501999514,RoomPicks,2023-02-20,,within an hour,100%,95%,f,2956.0,78701,30.26905,-97.74199,Room in hotel,Hotel room,3,1.0,0.0,1 private bath,"$40,000.00",1,1125,t,26,53,81,341,0,0,0,,,,,,,,,,,"[""First aid kit"", ""Iron"", ""Pets allowed"", ""Self check-in"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Bed linens"", ""TV"", ""Smoke alarm"", ""Essentials"", ""Building staff"", ""Air conditioning"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shampoo"", ""Extra pillows and blankets"", ""Coffee maker"", ""Pool"", ""Carbon monoxide alarm"", ""Gym"", ""Paid parking on premises"", ""Hangers""]"
